TimeStamp|Site|ArticleNumber|MCH5|BaseUoM|UnreUseQty|UnreConsQty|TransitQty|UnprSaleQty
20231002051008|1511|10019683|202020204|CAN||||
20231002051008|1511|10006051|102020303|HOP||||
20231002051008|1511|10624413|202010102|G1||||
20231002051008|1511|10170935|202030318|CHA||||
20231002051008|1511|10017197|202030606|CHA||||
20231002051008|1511|10331608|203040799|QUY||||
20231002051008|1511|10183197|101040201|KG||||
20231002051008|1511|10266305|102020602|HOP||||
20231002051008|1511|10265969|101060108|KG||||
20231002051008|1511|10141055|102060503|CHA||||
20231002051008|1511|10196790|102020204|HOP||||
20231002051008|1511|10331849|201051501|CAI||||
20231002051008|1511|10170137|102040101|CAI||||
20231002051008|1511|10058419|203030104|CAI||||
20231002051008|1511|10140936|102060401|G1||||
20231002051008|1511|10283500|101020801|KG||||
20231002051008|1511|10164283|201070907|CAI||||
20231002051008|1511|10170705|202030314|CHA||||
20231002051008|1511|10025860|203030106|G1||||
20231002051008|1511|10011982|102030101|LON||||
20231002051008|1511|10627981|203020512|VI||||
20231002051008|1511|10180248|102060605|G1||||
20231002051008|1511|10196750|203040704|QUY||||
20231002051008|1511|10162351|202020205|CHA||||
20231002051008|1511|10035148|203040405|CAI||||
20231002051008|1511|10141561|102070101|ZBO||||
20231002051008|1511|10011430|102030411|HOP||||
20231002051008|1511|10014426|102010301|CAI||||
20231002051008|1511|10196000|102010305|CAI||||
20231002051008|1511|10242310|101060122|KG||||
20231002051008|1511|10266100|201071002|CAI||||
20231002051008|1511|10008963|102060502|LO||||
20231002051008|1511|10196446|102010604|HOP||||
20231002051008|1511|10331932|201010403|CAI||||
20231002051008|1511|10017612|202030311|G1||||
20231002051008|1511|10068466|203020204|G1||||
20231002051008|1511|10083037|101020501|SU||||
20231002051008|1511|10013862|102010106|G1||||
20231002051008|1511|10311336|203030322|CAI||||
20231002051008|1511|10195533|102010601|HOP||||
20231002051008|1511|10196708|203040704|QUY||||
20231002051008|1511|10307191|102060405|G1||||
20231002051008|1511|10165461|201030502|CAI||||
20231002051008|1511|10164706|201051203|CAI||||
20231002051008|1511|10619028|202030502|CHA||||
20231002051008|1511|10639663|102010112|HOP||||
20231002051008|1511|10333308|203010501|CAI||||
20231002051008|1511|10141886|102060502|G1||||
20231002051008|1511|10197680|102010308|G1||||
20231002051008|1511|10142174|102060905|G1||||
20231002051008|1511|10183041|101020801|G1||||
20231002051008|1511|10166362|201030502|CAI||||
20231002051008|1511|10164939|203010206|CAI||||
20231002051008|1511|10243131|101030102|CAI||||
20231002051008|1511|10163957|203010103|CAI||||
20231002051008|1511|10171133|202020109|G1||||
20231002051008|1511|10196055|102010504|LON||||
20231002051008|1511|10196268|102010602|KG||||
20231002051008|1511|50003157|501020201|KG||||
20231002051008|1511|10250926|203052302|CAI||||
20231002051008|1511|10150011|102030603|CHA||||
20231002051008|1511|10194322|102010507|G1||||
20231002051008|1511|10183547|101020601|CHA||||
20231002051008|1511|50006145|501020801|CAI||||
20231002051008|1511|10006992|102040506|G1||||
20231002051008|1511|10263682|201011103|CAI||||
20231002051008|1511|10626983|203040102|CAI||||
20231002051008|1511|10626457|102010205|G1||||
20231002051008|1511|10140850|102060208|CHA||||
20231002051008|1511|10196343|102010601|HOP||||
20231002051008|1511|10161497|202030316|CHA||||
20231002051008|1511|10283171|101010201|G1||||
20231002051008|1511|10016842|202030317|CHA||||
20231002051008|1511|10282376|101050101|G1||||
20231002051008|1511|10180855|102060405|G1||||
20231002051008|1511|10282476|101020601|SU||||
20231002051008|1511|10330130|201010104|CAI||||
20231002051008|1511|10638829|202020205|CAN||||
20231002051008|1511|10301137|101060108|KG||||
20231002051008|1511|10319651|203030314|CAI||||
20231002051008|1511|10165825|201051302|CAI||||
20231002051008|1511|10263580|201010403|CAI||||
20231002051008|1511|10270085|101030303|KHA||||
20231002051008|1511|10615489|203030307|CAI||||
20231002051008|1511|10624142|102060501|G1||||
20231002051008|1511|10260186|201010304|CAI||||
20231002051008|1511|10134104|202030503|CHA||||
20231002051008|1511|10182458|102050202|G1||||
20231002051008|1511|10194167|102010603|G1||||
20231002051008|1511|10264567|201010403|CAI||||
20231002051008|1511|10283082|101050501|KG||||
20231002051008|1511|10284169|203010304|TUI||||
20231002051008|1511|10282955|101040501|KG||||
20231002051008|1511|10242613|101030401|LO||||
20231002051008|1511|10243204|101030101|CAI||||
20231002051008|1511|10165763|201010403|CAI||||
20231002051008|1511|10007947|102060904|G1||||
20231002051008|1511|10622714|201071001|G2||||
20231002051008|1511|10020187|202030202|HOP||||
20231002051008|1511|10019511|202020101|G1||||
20231002051008|1511|10243028|101030101|CAI||||
20231002051008|1511|10264855|201010201|CAI||||
20231002051008|1511|10007704|102061206|LO||||
20231002051008|1511|10024053|203030320|ZBO||||
20231002051008|1511|10015836|102010205|HOP||||
20231002051008|1511|10182078|101020102|HOP||||
20231002051008|1511|10307336|101040201|KG||||
20231002051008|1511|10184246|101020102|G1||||
20231002051008|1511|10182336|101010302|G1||||
20231002051008|1511|10194051|102010601|HOP||||
20231002051008|1511|10193881|102010601|HOP||||
20231002051008|1511|10240908|101050103|KG||||
20231002051008|1511|10195530|102010601|HOP||||
20231002051008|1511|10331350|201051101|ZBO||||
20231002051008|1511|10183212|101040201|KG||||
20231002051008|1511|10196609|102010201|KG||||
20231002051008|1511|10167028|201010101|CAI||||
20231002051008|1511|10162396|202030504|CAI||||
20231002051008|1511|10008577|102060514|HOP||||
20231002051008|1511|10013306|102030203|G1||||
20231002051008|1511|10283053|101010302|CAI||||
20231002051008|1511|10282037|101050601|G1||||
20231002051008|1511|10326174|101020102|LO||||
20231002051008|1511|10283128|101030302|KG||||
20231002051008|1511|10164192|201070913|CAI||||
20231002051008|1511|10620784|202030401|CAI||||
20231002051008|1511|10055729|101020801|KG||||
20231002051008|1511|50006098|501010101|CHA||||
20231002051008|1511|10283660|101010302|HOP||||
20231002051008|1511|10628943|102061202|LON||||
20231002051008|1511|10404170|202020205|G1||||
20231002051008|1511|10183272|101020102|SU||||
20231002051008|1511|10005837|102020401|G1||||
20231002051008|1511|10629944|202030310|CHA||||
20231002051008|1511|10005045|102010404|HOP||||
20231002051008|1511|10008881|102060505|CHA||||
20231002051008|1511|10011483|102030411|HOP||||
20231002051008|1511|10242794|101050301|KG||||
20231002051008|1511|10240822|101050103|KG||||
20231002051008|1511|10282078|101010302|CAI||||
20231002051008|1511|10142058|102060905|G1||||
20231002051008|1511|10270753|203030320|CAI||||
20231002051008|1511|10183845|102040405|G1||||
20231002051008|1511|10161481|202030320|CHA||||
20231002051008|1511|10263573|201010401|CAI||||
20231002051008|1511|10197309|102020203|HOP||||
20231002051008|1511|10197540|102010503|G1||||
20231002051008|1511|10403808|203030314|ZBO||||
20231002051008|1511|10263288|201010403|CAI||||
20231002051008|1511|10602924|102020602|HOP||||
20231002051008|1511|10282070|101060301|KG||||
20231002051008|1511|10055998|101010201|G1||||
20231002051008|1511|10170702|202030606|CHA||||
20231002051008|1511|10195931|102010505|G1||||
20231002051008|1511|10195920|102010309|G1||||
20231002051008|1511|10225283|203040405|CAI||||
20231002051008|1511|10182414|101040501|KG||||
20231002051008|1511|10165653|201050102|ZBO||||
20231002051008|1511|10639167|202010302|G1||||
20231002051008|1511|10626020|203030103|VI||||
20231002051008|1511|10618180|102060606|G1||||
20231002051008|1511|10182821|101020601|CHA||||
20231002051008|1511|10270526|203030299|CAI||||
20231002051008|1511|10331325|201010403|CAI||||
20231002051008|1511|10242705|101030302|G1||||
20231002051008|1511|10604946|102030409|CHA||||
20231002051008|1511|10161766|202020206|CHA||||
20231002051008|1511|10133898|203030310|CAI||||
20231002051008|1511|10141798|102060401|G1||||
20231002051008|1511|10240915|101010201|G1||||
20231002051008|1511|10623218|102020204|G4||||
20231002051008|1511|10092381|203030310|CAI||||
20231002051008|1511|10166121|201050902|ZBO||||
20231002051008|1511|10013403|102030203|G1||||
20231002051008|1511|10007944|102060902|G1||||
20231002051008|1511|10401847|102060505|CHA||||
20231002051008|1511|10638576|203010503|CAI||||
20231002051008|1511|10323683|102060905|HOP||||
20231002051008|1511|10180486|102060515|LO||||
20231002051008|1511|10141979|102060505|CHA||||
20231002051008|1511|10282142|101050304|KG||||
20231002051008|1511|10055079|101060113|KG||||
20231002051008|1511|10333650|203010204|CAI||||
20231002051008|1511|10266099|201071003|CAI||||
20231002051008|1511|10017336|202030306|CHA||||
20231002051008|1511|10193915|102010601|HOP||||
20231002051008|1511|10266032|201030701|ZBO||||
20231002051008|1511|10321403|102050404|G1||||
20231002051008|1511|10308695|101030302|KG||||
20231002051008|1511|10193849|102010603|LO||||
20231002051008|1511|10005316|102020204|HOP||||
20231002051008|1511|10624926|101010303|G1||||
20231002051008|1511|10163894|203010206|CAI||||
20231002051008|1511|10184145|101010302|CAI||||
20231002051008|1511|10243202|101030101|CAI||||
20231002051008|1511|10224811|202030301|CAI||||
20231002051008|1511|10181469|101020102|SU||||
20231002051008|1511|10628289|202020101|G1||||
20231002051008|1511|10165405|201031205|CAI||||
20231002051008|1511|10164994|201010401|CAI||||
20231002051008|1511|10182069|101010401|KG||||
20231002051008|1511|10013962|102010112|HOP||||
20231002051008|1511|10020721|202010204|G1||||
20231002051008|1511|10331569|203040799|QUY||||
20231002051008|1511|10606108|102060205|CHA||||
20231002051008|1511|10600007|202020109|G1||||
20231002051008|1511|10603026|202010301|G1||||
20231002051008|1511|10283884|101030303|KH||||
20231002051008|1511|10265452|201010302|CAI||||
20231002051008|1511|10243101|101030101|CAI||||
20231002051008|1511|10183594|101020801|KG||||
20231002051008|1511|10263569|201010401|CAI||||
20231002051008|1511|10006525|102040401|G1||||
20231002051008|1511|10330529|201010901|CAI||||
20231002051008|1511|10011395|102030405|CHA||||
20231002051008|1511|10283802|101050403|G1||||
20231002051008|1511|10281949|101060108|KG||||
20231002051008|1511|10162542|201010503|ZBO||||
20231002051008|1511|10013679|102010112|G1||||
20231002051008|1511|10170630|202030316|TUY||||
20231002051008|1511|10008562|102060510|G1||||
20231002051008|1511|50005068|501020201|CUO||||
20231002051008|1511|10160572|202030319|HOP||||
20231002051008|1511|10318839|203020108|CAI||||
20231002051008|1511|10250986|203030310|CAI||||
20231002051008|1511|10083055|101020102|SU||||
20231002051008|1511|10195959|102010505|G1||||
20231002051008|1511|10018163|202030318|G1||||
20231002051008|1511|10016219|102010203|LON||||
20231002051008|1511|10008742|102060517|CHA||||
20231002051008|1511|10167169|203030406|CAI||||
20231002051008|1511|10325161|102010302|KG||||
20231002051008|1511|10619449|202010102|G1||||
20231002051008|1511|10283479|101030303|HOP||||
20231002051008|1511|10330031|203010503|CAI||||
20231002051008|1511|10603658|102030409|HOP||||
20231002051008|1511|10141569|102060905|G1||||
20231002051008|1511|10010893|102060801|G1||||
20231002051008|1511|10281994|101030401|KG||||
20231002051008|1511|10164102|201010901|CAI||||
20231002051008|1511|10164624|203040211|HOP||||
20231002051008|1511|10261342|201010104|CAI||||
20231002051008|1511|10008607|102060507|TUY||||
20231002051008|1511|10241560|101030303|KH||||
20231002051008|1511|10332651|203040799|QUY||||
20231002051008|1511|10183542|101020801|CAI||||
20231002051008|1511|10053947|101030301|KG||||
20231002051008|1511|10165440|201010402|CAI||||
20231002051008|1511|10164145|201052003|CAI||||
20231002051008|1511|10613800|102040304|G1||||
20231002051008|1511|10165254|201031205|CAI||||
20231002051008|1511|10166367|201052003|CAI||||
20231002051008|1511|10282083|101050202|KG||||
20231002051008|1511|10007193|102020803|G2||||
20231002051008|1511|10331496|203040799|QUY||||
20231002051008|1511|10260213|201010501|ZBO||||
20231002051008|1511|10613724|101030203|G1||||
20231002051008|1511|10243387|101030302|G1||||
20231002051008|1511|10196371|102010601|HOP||||
20231002051008|1511|10331145|201011104|CAI||||
20231002051008|1511|10164141|201052003|CAI||||
20231002051008|1511|10083405|101020102|SU||||
20231002051008|1511|10263270|203010204|CAI||||
20231002051008|1511|10196682|203040704|QUY||||
20231002051008|1511|50006420|501010101|CAI||||
20231002051008|1511|10150198|102030405|CHA||||
20231002051008|1511|10260646|201030104|CAI||||
20231002051008|1511|10182419|101040501|KG||||
20231002051008|1511|10223998|102061308|G1||||
20231002051008|1511|10142252|102060517|CHA||||
20231002051008|1511|10241663|101030402|G1||||
20231002051008|1511|10331126|201011102|CAI||||
20231002051008|1511|10230707|101020401|HOP||||
20231002051008|1511|10011254|102030404|CHA||||
20231002051008|1511|10283401|101030302|G1||||
20231002051008|1511|10197448|102010111|G1||||
20231002051008|1511|10164528|203040799|QUY||||
20231002051008|1511|10055069|101060209|KG||||
20231002051008|1511|10265141|201051001|ZBO||||
20231002051008|1511|10182150|101020201|KH||||
20231002051008|1511|10164198|201070906|CAI||||
20231002051008|1511|10006053|102020302|HOP||||
20231002051008|1511|10183885|101010302|CAI||||
20231002051008|1511|10333695|203010203|CAI||||
20231002051008|1511|10230688|101020304|HOP||||
20231002051008|1511|10160459|202030401|HOP||||
20231002051008|1511|10260230|201010306|CAI||||
20231002051008|1511|10182851|102040201|HOP||||
20231002051008|1511|10263982|201010105|ZD||||
20231002051008|1511|10619436|202020207|VI||||
20231002051008|1511|10263034|201010202|CAI||||
20231002051008|1511|10182455|102050403|G1||||
20231002051008|1511|10330101|201010902|CAI||||
20231002051008|1511|10182118|101020201|KH||||
20231002051008|1511|10282321|101020102|KG||||
20231002051008|1511|10160016|202030324|TUY||||
20231002051008|1511|10628036|202030902|CHA||||
20231002051008|1511|10603208|203030408|CAI||||
20231002051008|1511|10301043|202020104|CAN||||
20231002051008|1511|10618275|102020902|G4||||
20231002051008|1511|10283286|101020801|CAI||||
20231002051008|1511|10055710|101020801|KG||||
20231002051008|1511|10307178|102060905|CAI||||
20231002051008|1511|10170650|202030316|TUY||||
20231002051008|1511|10008335|102060905|G1||||
20231002051008|1511|10333202|203040103|CAI||||
20231002051008|1511|10234524|203030320|ZBO||||
20231002051008|1511|50005741|501020201|G1||||
20231002051008|1511|10327472|102020602|G1||||
20231002051008|1511|10012823|102030303|G1||||
20231002051008|1511|10025746|203030103|VI||||
20231002051008|1511|10196312|102010601|HOP||||
20231002051008|1511|10140899|102060509|LO||||
20231002051008|1511|10014710|102010308|G1||||
20231002051008|1511|10281700|101040402|KG||||
20231002051008|1511|10012474|102030603|CHA||||
20231002051008|1511|10309718|999999995|CAI||||
20231002051008|1511|10283234|101020102|SU||||
20231002051008|1511|50006123|501020801|ZBO||||
20231002051008|1511|10020410|202030701|G1||||
20231002051008|1511|10240808|101050103|KG||||
20231002051008|1511|10008051|102060905|CAI||||
20231002051008|1511|10005784|102020401|HOP||||
20231002051008|1511|10281513|101030303|KG||||
20231002051008|1511|10197270|102010102|G1||||
20231002051008|1511|10281721|101050203|KG||||
20231002051008|1511|10605486|203011501|CAI||||
20231002051008|1511|10005292|102020602|HOP||||
20231002051008|1511|10613545|101040401|KG||||
20231002051008|1511|10166002|203030408|CAI||||
20231002051008|1511|10250947|203030333|CAI||||
20231002051008|1511|10165112|201010104|CAI||||
20231002051008|1511|10601286|102040201|HOP||||
20231002051008|1511|10193814|102010302|KG||||
20231002051008|1511|10017610|202030311|G1||||
20231002051008|1511|10628486|101060101|KG||||
20231002051008|1511|10162483|202030205|HOP||||
20231002051008|1511|10141823|102060301|G1||||
20231002051008|1511|10160605|202030318|CHA||||
20231002051008|1511|10018142|202030616|CHA||||
20231002051008|1511|10196733|203040704|QUY||||
20231002051008|1511|10011310|102030411|HOP||||
20231002051008|1511|10162762|201052203|CAI||||
20231002051008|1511|10602857|102060705|HOP||||
20231002051008|1511|10165973|203030310|CAI||||
20231002051008|1511|10620350|101020101|G1||||
20231002051008|1511|10010301|102060408|G1||||
20231002051008|1511|10162209|202030318|CHA||||
20231002051008|1511|10082978|101020102|KG||||
20231002051008|1511|10140791|101030303|HOP||||
20231002051008|1511|10306577|102010604|HOP||||
20231002051008|1511|10014731|102010304|HOP||||
20231002051008|1511|10008206|102060607|G1||||
20231002051008|1511|10197527|102010505|G1||||
20231002051008|1511|10638575|203010503|CAI||||
20231002051008|1511|10270525|203030299|CAI||||
20231002051008|1511|10196398|203030321|CAI||||
20231002051008|1511|10638177|101040501|KH||||
20231002051008|1511|10638968|102060502|G1||||
20231002051008|1511|10284075|203010404|TUI||||
20231002051008|1511|10183828|102040102|HOP||||
20231002051008|1511|10018615|202030401|CAI||||
20231002051008|1511|10333637|203010202|ZBO||||
20231002051008|1511|10281668|101030402|BOS||||
20231002051008|1511|10605726|201070906|CAI||||
20231002051008|1511|10181478|101020102|SU||||
20231002051008|1511|10618195|102060605|G1||||
20231002051008|1511|10183710|101010401|CAI||||
20231002051008|1511|10282970|101050403|G1||||
20231002051008|1511|10311510|202030318|TUY||||
20231002051008|1511|10307750|101060120|KG||||
20231002051008|1511|10283707|101010303|G1||||
20231002051008|1511|10013164|102030305|G1||||
20231002051008|1511|10160792|202030504|VI||||
20231002051008|1511|10614735|202020104|G1||||
20231002051008|1511|10020128|202010103|G1||||
20231002051008|1511|10263374|201010403|CAI||||
20231002051008|1511|10170690|202030502|CHA||||
20231002051008|1511|10196605|102010201|KG||||
20231002051008|1511|10191832|201070902|ZBO||||
20231002051008|1511|10283994|101060208|HOP||||
20231002051008|1511|10281483|102010604|HOP||||
20231002051008|1511|10624143|102060501|G1||||
20231002051008|1511|10008028|102060606|G1||||
20231002051008|1511|10141834|102060901|G1||||
20231002051008|1511|10617956|101040501|KG||||
20231002051008|1511|10183642|102040105|CAI||||
20231002051008|1511|10265496|201010304|CAI||||
20231002051008|1511|10331175|201031205|CAI||||
20231002051008|1511|10282081|101050304|G1||||
20231002051008|1511|10623276|101050203|KG||||
20231002051008|1511|10639645|102010602|HOP||||
20231002051008|1511|10283852|101010201|G1||||
20231002051008|1511|10241591|101030302|G1||||
20231002051008|1511|10161772|202020104|G1||||
20231002051008|1511|10019112|202030203|CAI||||
20231002051008|1511|10332736|201030701|ZBO||||
20231002051008|1511|10167114|203050202|CAI||||
20231002051008|1511|10196302|102010601|HOP||||
20231002051008|1511|10305627|102070102|CAI||||
20231002051008|1511|10265167|201010302|CAI||||
20231002051008|1511|10150138|102030102|CHA||||
20231002051008|1511|10281493|101030303|KG||||
20231002051008|1511|10166882|201030202|CAI||||
20231002051008|1511|10250348|102010305|G1||||
20231002051008|1511|10625823|203040799|QUY||||
20231002051008|1511|10182888|101020601|CHA||||
20231002051008|1511|10331058|201011102|CAI||||
20231002051008|1511|10017413|202030318|CHA||||
20231002051008|1511|10242711|101030302|G1||||
20231002051008|1511|10263452|201030504|CAI||||
20231002051008|1511|10195892|102010102|HOP||||
20231002051008|1511|10142008|102060503|G1||||
20231002051008|1511|10140036|101050103|KG||||
20231002051008|1511|10165450|201030601|ZBO||||
20231002051008|1511|10281986|101030402|KG||||
20231002051008|1511|10170487|102040302|G1||||
20231002051008|1511|10140101|101050103|KG||||
20231002051008|1511|10082981|101020102|KG||||
20231002051008|1511|10170942|202030311|G1||||
20231002051008|1511|10306590|102010604|HOP||||
20231002051008|1511|10282990|101010302|CAI||||
20231002051008|1511|10162248|202030305|TUY||||
20231002051008|1511|10015811|102010505|G1||||
20231002051008|1511|10165881|203020110|CAI||||
20231002051008|1511|10014735|102010303|G1||||
20231002051008|1511|10008213|102060607|G1||||
20231002051008|1511|10010280|102061308|G1||||
20231002051008|1511|10183723|102040105|CAI||||
20231002051008|1511|10331579|203040799|QUY||||
20231002051008|1511|10058274|203030405|CAI||||
20231002051008|1511|10615564|203030105|G1||||
20231002051008|1511|10640342|101020402|G1||||
20231002051008|1511|10196848|102030409|CHA||||
20231002051008|1511|10280956|203040517|QUY||||
20231002051008|1511|10165161|201071003|CAI||||
20231002051008|1511|10606746|102020501|G4||||
20231002051008|1511|10165750|201011103|CAI||||
20231002051008|1511|10161635|202020104|G1||||
20231002051008|1511|10309934|203010610|CAI||||
20231002051008|1511|10251100|203030405|ZBO||||
20231002051008|1511|10196406|102010602|HOP||||
20231002051008|1511|10182901|101020201|KH||||
20231002051008|1511|10617595|202030904|CHA||||
20231002051008|1511|10321761|102040302|G1||||
20231002051008|1511|10331953|201051903|CAI||||
20231002051008|1511|10283041|101050402|HOP||||
20231002051008|1511|10263929|201011104|CAI||||
20231002051008|1511|10194211|102060502|G1||||
20231002051008|1511|10331501|203040799|QUY||||
20231002051008|1511|10195987|102010102|HOP||||
20231002051008|1511|10638871|202030503|CHA||||
20231002051008|1511|10182385|101020102|CAI||||
20231002051008|1511|10164575|203040799|QUY||||
20231002051008|1511|10605213|202010101|G1||||
20231002051008|1511|10263045|201011104|CAI||||
20231002051008|1511|10280938|203010304|HOP||||
20231002051008|1511|10027802|203020512|VI||||
20231002051008|1511|10017531|202030317|CHA||||
20231002051008|1511|10167185|203052202|CAI||||
20231002051008|1511|10011237|102030404|CHA||||
20231002051008|1511|10195921|102010305|G1||||
20231002051008|1511|10326695|202030401|ZBO||||
20231002051008|1511|10071718|101040501|KG||||
20231002051008|1511|10270793|203030408|CAI||||
20231002051008|1511|10140999|102060701|CHA||||
20231002051008|1511|10196721|203040704|QUY||||
20231002051008|1511|10284201|203010206|TUI||||
20231002051008|1511|10627967|101050305|KG||||
20231002051008|1511|10033792|203040317|VI||||
20231002051008|1511|10250940|203030206|CAI||||
20231002051008|1511|10165088|201010402|CAI||||
20231002051008|1511|10314403|102060706|LON||||
20231002051008|1511|10260642|201010105|ZD||||
20231002051008|1511|10182192|101020102|KH||||
20231002051008|1511|10622822|102060207|CHA||||
20231002051008|1511|10330314|201010302|CAI||||
20231002051008|1511|10026855|203030213|ZD||||
20231002051008|1511|10270718|203030408|CAI||||
20231002051008|1511|10009213|102060501|G1||||
20231002051008|1511|10005319|102020501|G1||||
20231002051008|1511|10164573|203040799|QUY||||
20231002051008|1511|10138732|203050102|CAI||||
20231002051008|1511|10283232|101010301|CAI||||
20231002051008|1511|10236205|203010106|CON||||
20231002051008|1511|10005002|102010307|KG||||
20231002051008|1511|10019414|202020103|CAN||||
20231002051008|1511|10008911|102060503|CHA||||
20231002051008|1511|10167090|203030104|CAI||||
20231002051008|1511|10014861|102010308|G1||||
20231002051008|1511|10020170|202010102|G1||||
20231002051008|1511|10197646|102010205|G1||||
20231002051008|1511|10192530|102010601|HOP||||
20231002051008|1511|10193903|102010602|HOP||||
20231002051008|1511|10183002|101020102|SU||||
20231002051008|1511|10242698|101030302|KG||||
20231002051008|1511|10283177|101020102|SU||||
20231002051008|1511|10282804|101020102|LY||||
20231002051008|1511|10260630|201010104|CAI||||
20231002051008|1511|10008049|102060905|G1||||
20231002051008|1511|10165242|201011104|CAI||||
20231002051008|1511|10240527|101060209|KG||||
20231002051008|1511|10604487|202030318|CHA||||
20231002051008|1511|10140220|101040501|KG||||
20231002051008|1511|10164319|201070905|CAI||||
20231002051008|1511|10013582|102010102|CAI||||
20231002051008|1511|50006473|501020804|CAI||||
20231002051008|1511|10183956|102040105|CAI||||
20231002051008|1511|10182985|101010101|CAI||||
20231002051008|1511|10181137|102060502|G1||||
20231002051008|1511|10163882|203010206|CAI||||
20231002051008|1511|10011887|102030101|CHA||||
20231002051008|1511|10261308|201011103|CAI||||
20231002051008|1511|10250308|203030338|CAI||||
20231002051008|1511|10163746|201030601|ZBO||||
20231002051008|1511|10184231|101010201|CAI||||
20231002051008|1511|10404174|202020205|CHA||||
20231002051008|1511|10331698|201030502|CAI||||
20231002051008|1511|10019696|202020205|CAN||||
20231002051008|1511|10324879|102060603|G1||||
20231002051008|1511|10265416|201011002|CAI||||
20231002051008|1511|10628202|202020104|G1||||
20231002051008|1511|10165869|203020110|CAI||||
20231002051008|1511|10263668|201070201|ZD||||
20231002051008|1511|10196188|203030109|CAI||||
20231002051008|1511|10163767|201030601|ZBO||||
20231002051008|1511|10183541|101020801|CAI||||
20231002051008|1511|10183891|101010401|CAI||||
20231002051008|1511|10164886|201010202|CAI||||
20231002051008|1511|10313653|101040501|KG||||
20231002051008|1511|10166289|201051901|CAI||||
20231002051008|1511|10165364|201050305|ZBO||||
20231002051008|1511|10019728|202020209|HOP||||
20231002051008|1511|10055820|101020801|G1||||
20231002051008|1511|10007588|102061207|HOP||||
20231002051008|1511|10182449|102040201|KH||||
20231002051008|1511|10014687|102010301|HOP||||
20231002051008|1511|10333230|201070904|CAI||||
20231002051008|1511|10600876|102060303|G1||||
20231002051008|1511|10010317|102061308|G1||||
20231002051008|1511|10018716|202030321|CHA||||
20231002051008|1511|10638331|203010503|CAI||||
20231002051008|1511|10183301|101010201|CAI||||
20231002051008|1511|10331348|201052102|CAI||||
20231002051008|1511|10009806|102060103|G1||||
20231002051008|1511|10624435|202020109|G1||||
20231002051008|1511|10330681|201010401|CAI||||
20231002051008|1511|10265696|201010303|CAI||||
20231002051008|1511|10265431|201011002|CAI||||
20231002051008|1511|10010289|102061308|G1||||
20231002051008|1511|10281131|101040401|KH||||
20231002051008|1511|10330001|203040699|CAI||||
20231002051008|1511|10634502|102060599|G1||||
20231002051008|1511|10283294|101020102|LON||||
20231002051008|1511|10057696|202030608|G1||||
20231002051008|1511|10161798|202030402|TUY||||
20231002051008|1511|10183119|101020102|SU||||
20231002051008|1511|10007914|102060905|CAI||||
20231002051008|1511|10083347|101020102|KG||||
20231002051008|1511|10316109|202030321|CHA||||
20231002051008|1511|10055370|101010303|G1||||
20231002051008|1511|10281527|101020201|KH||||
20231002051008|1511|10240916|101010201|G1||||
20231002051008|1511|10054644|101030303|KG||||
20231002051008|1511|10242494|101060119|KG||||
20231002051008|1511|10020179|202010103|G1||||
20231002051008|1511|10330065|201071101|HOP||||
20231002051008|1511|10166954|201051303|CAI||||
20231002051008|1511|10015799|102010505|G1||||
20231002051008|1511|10191642|102010303|G1||||
20231002051008|1511|10196201|102020701|G4||||
20231002051008|1511|10330562|203010202|CAI||||
20231002051008|1511|10183088|101010302|G1||||
20231002051008|1511|10242652|101030402|KG||||
20231002051008|1511|10196067|102030102|LON||||
20231002051008|1511|10183799|102040102|HOP||||
20231002051008|1511|10011027|102061309|G1||||
20231002051008|1511|10214476|102020603|HOP||||
20231002051008|1511|10005632|102050404|G1||||
20231002051008|1511|10020111|202020212|CHA||||
20231002051008|1511|10140398|101010201|G1||||
20231002051008|1511|10324878|102060603|G1||||
20231002051008|1511|10083008|101020102|KG||||
20231002051008|1511|10270731|203030401|CAI||||
20231002051008|1511|10053598|101050402|G1||||
20231002051008|1511|10008010|102060606|G1||||
20231002051008|1511|10183227|101020102|CAI||||
20231002051008|1511|10250292|203030211|CAI||||
20231002051008|1511|10162175|202030305|CHA||||
20231002051008|1511|10141835|102060901|G1||||
20231002051008|1511|10171166|202030318|CHA||||
20231002051008|1511|10243009|101030101|CAI||||
20231002051008|1511|10007240|102061205|LO||||
20231002051008|1511|10270048|102050404|G1||||
20231002051008|1511|10333374|203010403|ZBO||||
20231002051008|1511|10165641|201051101|ZBO||||
20231002051008|1511|10618981|102010601|HOP||||
20231002051008|1511|10027634|203020501|CAI||||
20231002051008|1511|10166953|201051101|CAI||||
20231002051008|1511|10282457|101020102|SU||||
20231002051008|1511|10083139|101020102|CAI||||
20231002051008|1511|10183056|101040504|G1||||
20231002051008|1511|10638164|101040504|KH||||
20231002051008|1511|10196044|102010601|HOP||||
20231002051008|1511|10324982|102040314|G1||||
20231002051008|1511|10192793|102010102|HOP||||
20231002051008|1511|10183294|101010201|CAI||||
20231002051008|1511|10197364|102010305|CAI||||
20231002051008|1511|10054131|101060120|QUA||||
20231002051008|1511|10250748|203040401|CAI||||
20231002051008|1511|10183293|101010201|CAI||||
20231002051008|1511|10324337|102050101|G1||||
20231002051008|1511|10331550|203040799|QUY||||
20231002051008|1511|10243007|101030101|CAI||||
20231002051008|1511|10150752|102030303|LO||||
20231002051008|1511|10263634|201010105|ZD||||
